No_Sound,One_Soft,One_Loud,Multi_Soft,Multi_Loud
0.215285875907438,0.271019013283246,0.216184493712081,0.191576875180938,0.247158872847232
0.194639187128885,0.17662577967017,0.161555147474363,0.198086753196488,0.165724136590013
0.213122527347369,0.129332064758538,0.204952308513611,0.151166164492061,0.149174859816947
0.103020896233177,0.143117170162051,0.14356597871211,0.135539796599575,0.152801143497482
0.224261443367836,0.189063285020479,0.196020457004293,0.212219450968348,0.182288831917453
0.118487429118362,0.12833516213778,0.0920062465164322,0.0895031582201655,0.0738804624426537
0.145362826760553,0.106403836483744,0.118137290360809,0.132912441777293,0.096016993865836
0.141623869965552,0.126878334880789,0.140039587824011,0.114887691911665,0.118566052174266
0.102306667712331,0.0927028607958651,0.0988182601078578,0.0786728304929538,0.0843087535280378
0.200076295283928,0.106335967576503,0.0810648310508815,0.139412479776013,0.170830352243414
0.185847524794547,0.188451461063189,0.194143513272618,0.189196283028151,0.170179666384803
0.169957817128271,0.202177802636828,0.237204230672822,0.224044019366445,0.18010730468199
0.141061663473062,0.122506981265753,0.176039733485325,0.108678188951859,0.116722514742175
0.155407531978329,0.195822024767809,0.191520708349274,0.20027848463215,0.192305549676441
0.197605258979502,0.184177197535108,0.214105666399316,0.155971388825563,0.167429785512029
0.174116271676842,0.148483168106537,0.173837349071235,0.123357093206069,0.130529522588605
0.235460324745308,0.23109627298507,0.224609804737225,0.234586131454715,0.255214285198882
0.211914031654317,0.198434685894892,0.261249975541266,0.211506938419336,0.217055039805591
0.150676019339817,0.153442688138097,0.160634577440568,0.150437473461227,0.179744672402435
0.162884961239975,0.145675765880531,0.148228090020562,0.151204662773767,0.156926792829458
0.126609782813681,0.18399399943557,0.210003785690929,0.181253157689898,0.166455291854158
