#  Non-editable header begin --------------------------------------------------------------------------------
# 
#  data format...............: continuous
#  setname...................: coreog_ica_lfilt_hfilt_ref_data
#  filename..................: coreog_ica_lfilt_hfilt_ref_data.set
#  filepath..................: /home/jinbo/Project/CNC/data/sub-20/eeg/preprocess
#  nchan.....................: 64
#  pnts......................: 2155160
#  srate.....................: 500
#  nevents...................: 2400
#  generated by (bdf)........: 
#  generated by (set)........: coreog_ica_lfilt_hfilt_ref_data
#  reported in ..............: 
#  prog Version..............: 6.1.3
#  creation date.............: 27-Sep-2018 16:17:47
#  user Account..............: 
# 
#  Non-editable header end --------------------------------------------------------------------------------




# item	 bepoch	  ecode	            label	      onset	          diff	     dura	b_flags	   a_flags	  enable	    bin
#                                                 (sec)           (msec)     (msec)    (binary)   (binary)


1     	0     	      4	              ""	      4.5740	      0.00	    0.0	    00000000     00000000	   1	[       ]
2     	0     	     40	              ""	      5.1560	    582.00	    0.0	    00000000     00000000	   1	[       ]
3     	0     	     45	              ""	      6.4560	   1300.00	    0.0	    00000000     00000000	   1	[       ]
4     	0     	     88	              ""	      7.7560	   1300.00	    0.0	    00000000     00000000	   1	[       ]
5     	0     	      5	              ""	      8.9560	   1200.00	    0.0	    00000000     00000000	   1	[       ]
6     	0     	     50	              ""	      9.4900	    534.00	    0.0	    00000000     00000000	   1	[       ]
7     	0     	     51	              ""	     10.8240	   1334.00	    0.0	    00000000     00000000	   1	[       ]
8     	0     	     88	              ""	     14.0740	   3250.00	    0.0	    00000000     00000000	   1	[       ]
9     	0     	      3	              ""	     15.2060	   1132.00	    0.0	    00000000     00000000	   1	[       ]
10    	0     	     30	              ""	     15.7560	    550.00	    0.0	    00000000     00000000	   1	[       ]
11    	0     	     34	              ""	     17.0060	   1250.00	    0.0	    00000000     00000000	   1	[       ]
12    	0     	     88	              ""	     18.0900	   1084.00	    0.0	    00000000     00000000	   1	[       ]
13    	0     	      4	              ""	     19.2740	   1184.00	    0.0	    00000000     00000000	   1	[       ]
14    	0     	     40	              ""	     19.7740	    500.00	    0.0	    00000000     00000000	   1	[       ]
15    	0     	     44	              ""	     20.9740	   1200.00	    0.0	    00000000     00000000	   1	[       ]
16    	0     	     88	              ""	     23.8740	   2900.00	    0.0	    00000000     00000000	   1	[       ]
17    	0     	      5	              ""	     25.1400	   1266.00	    0.0	    00000000     00000000	   1	[       ]
18    	0     	     50	              ""	     25.5400	    400.00	    0.0	    00000000     00000000	   1	[       ]
19    	0     	     54	              ""	     26.9240	   1384.00	    0.0	    00000000     00000000	   1	[       ]
20    	0     	     99	              ""	     30.7740	   3850.00	    0.0	    00000000     00000000	   1	[       ]
21    	0     	      1	              ""	     31.8240	   1050.00	    0.0	    00000000     00000000	   1	[       ]
22    	0     	     10	              ""	     32.3060	    482.00	    0.0	    00000000     00000000	   1	[       ]
23    	0     	     15	              ""	     33.6060	   1300.00	    0.0	    00000000     00000000	   1	[       ]
24    	0     	     88	              ""	     36.1560	   2550.00	    0.0	    00000000     00000000	   1	[       ]
25    	0     	      3	              ""	     37.2740	   1118.00	    0.0	    00000000     00000000	   1	[       ]
26    	0     	     30	              ""	     37.8740	    600.00	    0.0	    00000000     00000000	   1	[       ]
27    	0     	     32	              ""	     39.1060	   1232.00	    0.0	    00000000     00000000	   1	[       ]
28    	0     	     88	              ""	     41.0400	   1934.00	    0.0	    00000000     00000000	   1	[       ]
29    	0     	      1	              ""	     42.1400	   1100.00	    0.0	    00000000     00000000	   1	[       ]
30    	0     	     10	              ""	     42.5740	    434.00	    0.0	    00000000     00000000	   1	[       ]
31    	0     	     13	              ""	     43.9240	   1350.00	    0.0	    00000000     00000000	   1	[       ]
32    	0     	     88	              ""	     46.6560	   2732.00	    0.0	    00000000     00000000	   1	[       ]
33    	0     	      1	              ""	     47.8060	   1150.00	    0.0	    00000000     00000000	   1	[       ]
34    	0     	     10	              ""	     48.2560	    450.00	    0.0	    00000000     00000000	   1	[       ]
35    	0     	     13	              ""	     49.6560	   1400.00	    0.0	    00000000     00000000	   1	[       ]
36    	0     	     88	              ""	     51.6060	   1950.00	    0.0	    00000000     00000000	   1	[       ]
37    	0     	      3	              ""	     52.7560	   1150.00	    0.0	    00000000     00000000	   1	[       ]
38    	0     	     30	              ""	     53.2900	    534.00	    0.0	    00000000     00000000	   1	[       ]
39    	0     	     33	              ""	     54.5740	   1284.00	    0.0	    00000000     00000000	   1	[       ]
40    	0     	     99	              ""	     58.8560	   4282.00	    0.0	    00000000     00000000	   1	[       ]
41    	0     	      5	              ""	     59.9400	   1084.00	    0.0	    00000000     00000000	   1	[       ]
42    	0     	     50	              ""	     60.3400	    400.00	    0.0	    00000000     00000000	   1	[       ]
43    	0     	     53	              ""	     61.5740	   1234.00	    0.0	    00000000     00000000	   1	[       ]
44    	0     	     88	              ""	     64.8400	   3266.00	    0.0	    00000000     00000000	   1	[       ]
45    	0     	      2	              ""	     65.9740	   1134.00	    0.0	    00000000     00000000	   1	[       ]
46    	0     	     20	              ""	     66.4060	    432.00	    0.0	    00000000     00000000	   1	[       ]
47    	0     	     23	              ""	     67.6560	   1250.00	    0.0	    00000000     00000000	   1	[       ]
48    	0     	     88	              ""	     69.9560	   2300.00	    0.0	    00000000     00000000	   1	[       ]
49    	0     	      3	              ""	     71.2240	   1268.00	    0.0	    00000000     00000000	   1	[       ]
50    	0     	     30	              ""	     71.7240	    500.00	    0.0	    00000000     00000000	   1	[       ]
51    	0     	     34	              ""	     73.1240	   1400.00	    0.0	    00000000     00000000	   1	[       ]
52    	0     	     99	              ""	     76.2560	   3132.00	    0.0	    00000000     00000000	   1	[       ]
53    	0     	      2	              ""	     77.3220	   1066.00	    0.0	    00000000     00000000	   1	[       ]
54    	0     	     20	              ""	     77.9060	    584.00	    0.0	    00000000     00000000	   1	[       ]
55    	0     	     22	              ""	     79.1060	   1200.00	    0.0	    00000000     00000000	   1	[       ]
56    	0     	     88	              ""	     82.3900	   3284.00	    0.0	    00000000     00000000	   1	[       ]
57    	0     	      4	              ""	     83.6400	   1250.00	    0.0	    00000000     00000000	   1	[       ]
58    	0     	     40	              ""	     84.2400	    600.00	    0.0	    00000000     00000000	   1	[       ]
59    	0     	     41	              ""	     85.6220	   1382.00	    0.0	    00000000     00000000	   1	[       ]
60    	0     	     88	              ""	     87.9560	   2334.00	    0.0	    00000000     00000000	   1	[       ]
61    	0     	      5	              ""	     89.1560	   1200.00	    0.0	    00000000     00000000	   1	[       ]
62    	0     	     50	              ""	     89.7060	    550.00	    0.0	    00000000     00000000	   1	[       ]
63    	0     	     52	              ""	     91.0560	   1350.00	    0.0	    00000000     00000000	   1	[       ]
64    	0     	     88	              ""	     94.7220	   3666.00	    0.0	    00000000     00000000	   1	[       ]
65    	0     	      3	              ""	     95.9220	   1200.00	    0.0	    00000000     00000000	   1	[       ]
66    	0     	     30	              ""	     96.3720	    450.00	    0.0	    00000000     00000000	   1	[       ]
67    	0     	     32	              ""	     97.7060	   1334.00	    0.0	    00000000     00000000	   1	[       ]
68    	0     	     99	              ""	    106.2060	   8500.00	    0.0	    00000000     00000000	   1	[       ]
69    	0     	      5	              ""	    107.3720	   1166.00	    0.0	    00000000     00000000	   1	[       ]
70    	0     	     50	              ""	    107.8560	    484.00	    0.0	    00000000     00000000	   1	[       ]
71    	0     	     53	              ""	    109.1560	   1300.00	    0.0	    00000000     00000000	   1	[       ]
72    	0     	     88	              ""	    111.1560	   2000.00	    0.0	    00000000     00000000	   1	[       ]
73    	0     	      3	              ""	    112.3060	   1150.00	    0.0	    00000000     00000000	   1	[       ]
74    	0     	     30	              ""	    112.8900	    584.00	    0.0	    00000000     00000000	   1	[       ]
75    	0     	     36	              ""	    114.1720	   1282.00	    0.0	    00000000     00000000	   1	[       ]
76    	0     	     88	              ""	    116.3400	   2168.00	    0.0	    00000000     00000000	   1	[       ]
77    	0     	      3	              ""	    117.4560	   1116.00	    0.0	    00000000     00000000	   1	[       ]
78    	0     	     30	              ""	    117.8560	    400.00	    0.0	    00000000     00000000	   1	[       ]
79    	0     	     36	              ""	    119.1060	   1250.00	    0.0	    00000000     00000000	   1	[       ]
80    	0     	     99	              ""	    124.9220	   5815.99	    0.0	    00000000     00000000	   1	[       ]
81    	0     	      2	              ""	    126.1560	   1234.00	    0.0	    00000000     00000000	   1	[       ]
82    	0     	     20	              ""	    126.6060	    450.00	    0.0	    00000000     00000000	   1	[       ]
83    	0     	     25	              ""	    127.9560	   1350.00	    0.0	    00000000     00000000	   1	[       ]
84    	0     	     88	              ""	    131.9560	   3999.99	    0.0	    00000000     00000000	   1	[       ]
85    	0     	      2	              ""	    133.2400	   1284.01	    0.0	    00000000     00000000	   1	[       ]
86    	0     	     20	              ""	    133.7900	    549.99	    0.0	    00000000     00000000	   1	[       ]
87    	0     	     21	              ""	    135.1900	   1400.01	    0.0	    00000000     00000000	   1	[       ]
88    	0     	     88	              ""	    138.0220	   2832.00	    0.0	    00000000     00000000	   1	[       ]
89    	0     	      4	              ""	    139.2220	   1200.00	    0.0	    00000000     00000000	   1	[       ]
90    	0     	     40	              ""	    139.7220	    500.00	    0.0	    00000000     00000000	   1	[       ]
91    	0     	     43	              ""	    141.0560	   1334.00	    0.0	    00000000     00000000	   1	[       ]
92    	0     	     88	              ""	    143.2220	   2166.00	    0.0	    00000000     00000000	   1	[       ]
93    	0     	      1	              ""	    144.1720	    950.00	    0.0	    00000000     00000000	   1	[       ]
94    	0     	     10	              ""	    144.6560	    484.01	    0.0	    00000000     00000000	   1	[       ]
95    	0     	     11	              ""	    145.8560	   1200.00	    0.0	    00000000     00000000	   1	[       ]
96    	0     	     88	              ""	    149.6900	   3834.00	    0.0	    00000000     00000000	   1	[       ]
97    	0     	      5	              ""	    150.8400	   1149.99	    0.0	    00000000     00000000	   1	[       ]
98    	0     	     50	              ""	    151.4400	    600.01	    0.0	    00000000     00000000	   1	[       ]
99    	0     	     51	              ""	    152.7400	   1300.00	    0.0	    00000000     00000000	   1	[       ]
100   	0     	     88	              ""	    155.5400	   2799.99	    0.0	    00000000     00000000	   1	[       ]
101   	0     	      1	              ""	    156.5720	   1032.01	    0.0	    00000000     00000000	   1	[       ]
102   	0     	     10	              ""	    157.1060	    534.00	    0.0	    00000000     00000000	   1	[       ]
